id,text,category
641,"S&amp;P 500 sales up 4% over the past year, slowest growth since Q3 2016. $SPX",bearish
642,S&amp;P 500 closes down 1.4% amid concerns about global growth and trade,bearish
643,The S&amp;P 500 has formed what certainly appears to be a rare -- and dangerous -- triple top. How worried should you be?,bearish
644,"""S&amp;P 500 Wipes Out $4 Trillion in Its Second-Worst May Since ‘60s""",bearish
645,US stocks testing three-week highs as S&amp;P 500 rallies 1%+. Read more in today's 1% Move report.,bullish
646,"S&amp;P 500 - possible kiss of death at the 2908 SPX area.  Boy, that area is huge, Big Bear, Bull Moment here.  Look for a Tweet to confirm move.  :)",bearish
647,The S&amp;P 500 Materials Index fell about 3.4% since Trump threatened to raise tariffs on Chinese imports. That's about $22 billion in lost value — and counting,bearish
648,"No turkeys on Wall Street today. Although anyone continuing to bet against stocks is getting the stuffing beat out of them. (Boo. Hiss. I know.) All-time highs for the Dow, S&amp;P 500 and Nasdaq.",bullish
649,"Goldman Sachs raises year-end S&amp;P 500 forecast, sees another double-digit gain in 2020  The Wall Street giant lowers its 2019 earnings-per-share estimate for the S&amp;P 500 by $6.  Despite the earnings squeeze, Goldman is still positive on a further rise for stock markets.",bullish
650,"If Russell 2000 Index breaks out from here, there’s no argument, but we may see a very steep selloff after the expirations on Friday. S&amp;P 500 Index did not break out alone 2 months into the rally in 2009. The breadth is deteriorating, the speculation is soaring...  $SPX $RUT",bearish
651,Elliott Wave View: S&amp;P 500 ($SPX) Looking to Break to All Time High    #SPX #Elliottwave #Indices #Trading,bullish
652,"The stock market just got off to its best start in 13 years  “The 7-session start to the year is the best for the Dow, S&amp;P 500 and Nasdaq since 2006” $SPX $QQQ $IBB $XBI",bullish
653,How the S&amp;P 500 Beats Mutual Fund Managers,bullish
654,S&amp;P 500 on pace for 212.52% gain in 2020. 🤞,bullish
655,My suitably doom-and-gloom piece with  The S&amp;P 500 has formally delivered its second-worst May return since the 1960s   via,bearish
656,🚨🚨🚨 BREAKING: S&amp;P 500 and Nasdaq indexes close at record highs!!  #PromisesMadePromisesKept   #MakeAmericaGreatAgain   #KeepAmericaGreat2020,bullish
657,Former Goldman Sachs Analyst Warns Turbulence Ahead for S&amp;P 500,bearish
658,"Dow, S&amp;P 500 have turned lower in afternoon trade following Fed rate decision",bearish
659,S&amp;P 500 Has Performed Far Worse Under Trump Than Under Obama  So much for having the best stock market returns.,bearish
660,"For those keeping score... % away from record highs:  S&amp;P 500 -6% Dow Industrials -7% Nasdaq Composite -8%  Is it enough of a sale for folks looking to buy the dip, or is the worse yet to come?",bearish
661,"Biggest S&amp;P 500 losers yesterday tells a story.  I think this is partly about Google (Alphabet) stepping up competition in the online travel space.  Expedia worst day loss in 6 years.  Tripadvisors stated that ""Google has got more aggressive.""",bearish
662,"8% of S&amp;P 500 stocks hit 52-week highs today.  Highest daily reading since 9/12, but the highest single day reading in the last year was 23% on June 7th.",bullish
663,S&amp;P 500 Has Performed Far Worse Under Trump Than Under Obama,bearish
664,#BREAKING: S&amp;P 500 ENDS MORE THAN 2% LOWER; NASDAQ LOSES NEARLY 3.5%,bearish
665,"S&amp;P 500 has rallied back to an important ""we will learn something either way"" area.  Data showing some improvement... will see where things stand between now and Friday's close.",bullish
666,"For the first time ever, the S&amp;P 500 has hit 3,000.00. Low inflation, low interest rates, low unemployment, record stock market. Enjoy this time!",bullish
667,"What I don't like about Tesla now is its correlation to S&amp;P 500. Damn, I want to see a linear drop to &lt;$50/share, instead of bleeding theta and watching how next expiry of puts become more expensive as Tesla glides together with the market! 😡",bearish
668,"The Dow fell 150 points, or 0.6%, at Friday’s opening bell as trade war concerns returned to Wall Street. The S&amp;P 500 declined 0.6% and the Nasdaq lost 0.7%. Watch live",bearish
669,Update:  S&amp;P 500 Value beating S&amp;P 500 Momentum by 11 points since late summer.,bullish
670,We're in Macroland:  S&amp;P 500 implied correlations just took out their December peak.,bullish
671,"Very Nice! S&amp;P 500, Nasdaq open at record highs on China data, initial trade deal -",bullish
672,The S&amp;P 500 is testing the July 26th highs. Do not miss tonight's Bullseye Trading Live broadcast at 5:15 pm ET. I will cover the markets and take questions from all the members in attendance. I hope to see you there!,bullish
673,"The S&amp;P 500 closing in on another record, but bulls should be aware of forecasters who see clouds looming on the earnings horizon",bullish
674,Here’s what to expect as S&amp;P 500 earnings growth estimate gets cut in half,bearish
675,8 day win streak for the S&amp;P 500.  First time since October 2017.  Hasn't been up 9 in a row since late 2004.  Record is 14 in 1971.,bullish
676,"Need to know for Asia - S&amp;P 500 -0.8% (volume +23%&gt;30day av), cyclical/defensive sector ratio 2.15x +0.5%, Nas -0.3%, VIX 17.5% +1.65 vols, Dow trans -1.3%...S&amp;P 500 futures -1.1% since 16:10 aest (ASX 200 close), AUS SPI futures -0.6% since 16:10, BHP ADR 38.37 -0.6% #ausbiz #fx",bearish
677,"We’ve had a leg lower in S&amp;P 500 on account of   1. Curve inversion 2. Trump’s trade twitter farce 3. Saudi attacks  4. Repo ructions  Yet, S&amp;P is now less than 1% from all time highs.  As a tactical bear, I find it humbling to see the fight this bull market is putting up!",bearish
678,"S&amp;P 500 - Parabolic SARs Buy Signal - trailing stop at 2845 SPX, raise daily until stopped out is the strategy.  Ease of Movement is saying buy. It will take a lot more volume for this move to be confirmed.  The next 10 days should be interesting.  End of quarter in 19 days.",bullish
679,"Dow, S&amp;P 500 post worst December since 1931",bearish
680,"S&amp;P 500 - Any volume Red Spike here may reverse the VIX and Breadth.  So be Bullish, my friend, but with the  low volume rampos at the highs, the Bulls should be concerned.  Put Call says, no puts needed :)",bullish
681,"S&amp;P 500 up 16% in 2019, best start to a year since ... 1987. $SPX",bullish
682,S&amp;P 500 up 25 percent  #ImpeachmentIn5Words,bullish
683,Hahaha. True.   S&amp;P 500 up ~10% since that truck got ‘backed up’  - thanks for letting me plug that 😉😉,bullish
684,"The S&amp;P 500 pushes through the 2,900 level for 1st time since early October, closing within less than 1 percent of its all-time closing record.",bullish
685,At the close of US trade:  Dow -301pts or -1.2% S&amp;P 500 -37pts or -1.4% Nasdaq -136pts or -1.9% #Gold +0.1% to US$1283.60/oz  #Oil -1.9% to US$52.77/bl  #ironore -1.8% to US$74.60/t US10-yr t-note yield 2.74%  SPI -28pts or -0.48%  #ausbiz  A/US$0.7195 #ausbiz,bearish
686,S&amp;P 500 and Nasdaq Hit New Record Highs - DOW Up 45% Since 2016 Election!,bullish
687,The biggest winner on the S&amp;P 500 today,bullish
688,"S&amp;P 500 posts biggest weekly percent gain since September amid data, trade optimism",bullish
689,"Roughly 74% of the time, the S&amp;P 500 has positive returns during a calendar year. The TSX is at 70%. You don't need any strategists to tell you to stay invested.",bullish
690,"Stocks fall as tech stocks weak, blue chips even weaker.. #IBDpartner  $QQQ Nasdaq 100 ETF - 0.38% $SPY S&amp;P 500 -0.93% #OIL holds near $59 $TNX 10 Year Yield down to 2.26%",bearish
691,Two words from Jerome Powell sent the S&amp;P 500 to a single-session loss exceeding 1%,bearish
692,"""The ISM Manufacturing survey showed contraction for the first time in years, suggestion a recession ahead.""  This has happened 9 other times since 1948. The S&amp;P 500's one-year return averaged +12.0% and was positive 8 times, with risk of -4.7% compared to reward of +12.7%.",bearish
693,The S&amp;P 500 Joined the Dow in the Red,bearish
694,"The Dow Jones, NASDAQ and the S&amp;P 500 all close at record highs!",bullish
695,*S&amp;P 500 FALLS 2% TO EXTEND DROP FROM JULY RECORD PAST 5%,bearish
696,"""You think the recent trend following drawdown is bad? It’s not even half as bad as the two worst buy-and-hold drawdowns. The S&amp;P 500 has a history of deep and lengthy losing periods. If we take the data back to the early 1900’s, this picture gets much uglier for stocks.""",bearish
697,The S&amp;P 500 could post its best year since 1997 — here’s what’s fueling the run.,bullish
698,"DOW FUTURES DOWN ABOUT 0.2%, S&amp;P 500 FUTURES &amp; NASDAQ FUTURES DOWN ABOUT 0.3%",bearish
699,"S&amp;P 500, Nasdaq fall after gloomy data; Fed officials dampen rate cut hopes",bearish
700,S&amp;P 500 Stocks on BULL runs today.  Gaping up this morning and continuing to run as of 9:48 ET:   $PEG $LLY $SJM $ADP $CAG $HSY $CVS $WU  $LMT   Will these fade?   Monitor multiple stocks on one day 3m #thinkorswim charts with this link:,bullish
701,"The S&amp;P 500 is up 296 points this year....143 of those points came on two days, January 4th and June 4th, when Powell spoke",bullish
702,AT THE CLOSE: Dow was up 148 points.  S&amp;P 500 was up 0.40% Nasdaq was up 0.70% . #StockoftheDay $AMZN closes down 1%,bullish
703,"The Dow Jones, NASDAQ and S&amp;P 500 all close at record highs!",bullish
704,Some of the best performing stocks in 2019 within the S&amp;P 500 have performed the worst this week. $SPY,bearish
705,"""The S&amp;P 500 will never go below 3,000 in my lifetime"" -   (part 45 of this year)",bullish
706,"US indices trading sharply lower - near the day low. Dow over 200 points lower, Nasdaq down 137 points and S&amp;P 500 down 31 points.",bearish
707,"US stocks closed mixed on Friday, but the Dow and the S&amp;P 500 finished the week with a third straight day of gains. The Dow finished 70 points, or 0.3%, higher. The S&amp;P 500 closed up 0.1%. The Nasdaq Composite closed in the red, down 0.2%.",bullish
708,S&amp;P 500 trading like a penny stock today off ridiculous China trade deal headlines,bearish
709,Stocks post best annual gain in 6 years with the S&amp;P 500 surging more than 28% -,bullish
710,"Biggest stock bear sees 11% S&amp;P 500 drop from ""ludicrous"" levels   via",bearish
711,The S&amp;P 500 just erased all of its declines thanks to Bullard,bullish
712,Your beloved stock market will tank if you impose additional tariffs on China!  The S&amp;P 500 is up 19% this year! Make that move and you’ll set the whole market back to where it was in December or worse. The average American’s retirement accounts can’t withstand another hit!,bearish
713,"Over the final three months of last year, tech shares dropped 13 percent to 30 percent, erasing more than $1 trillion in market value. By comparison, the S&amp;P 500 fell 14 percent. Our reporter explores why:",bearish
714,"Tesla shares have lost more than 6% this year, contrasting with gains of 21% and 16% for the S&amp;P 500 index SPX+0.97%  and the Dow Jones Industrial Average. DJIA+1.11%    Short burn(ish) by securities fraudster   $TSLAQ Fair warning by &amp; via  &amp;",bearish
715,"Investors lost $4 trillion in May as the S&amp;P 500 fell 6.6%. If euphoria was your concern, you can stop worrying.",bearish
716,An S&amp;P 500 earnings recession is taking shape for the first time since 2016:,bearish
717,S&amp;P 500 climbs to hit a new record high. How high will it go before the next dip? Check the long and short term emerging technical patterns from our #Elliottwave desk 👇 👇   📌    #S&amp;P500 #stockindices #stockmarket,bullish
718,Goldman Sachs says S&amp;P 500 bull-run has legs but cuts earnings outlook,bullish
719,"After fees, S&amp;P 500 Index funds are underperforming the S&amp;P 500.",bearish
720,S&amp;P 500 nears record high after upbeat earnings,bullish
721,"US stocks closed up on Wednesday. Sentiment was helped by China waiving import tariffs on more than a dozen US goods starting September 17. The Dow finished 0.8%, or 227 points, higher. The S&amp;P 500 closed up 0.7%. The Nasdaq Composite closed 1.1% higher.",bullish
722,February Portfolio Update YTD performance.   My portfolio + 28.77% vs S&amp;P 500 + 11.08%  Holdings: $ABMD $AYX $DOMO $ESTC $GH $MDB $NKTR (very small) $NTNX $OKTA $PSTG $SHOP $SQ $TDOC (very small) $TTD $TWLO $ZS  Best performer MTD: $GH +65%  Worst $NTNX -26%,bullish
723,"Dow drops more than 400 points, S&amp;P 500 posts worst day since January. Thank Trump for this shitshow.",bearish
724,"It’s a Bull Market!  S&amp;P 500 up more than 20% from Christmas Eve low.  This proves the fourth quarter downturn was just a correction, not a Bear Market.",bullish
725,S&amp;P 500 paces to open at a record high after Commerce Secretary Wilbur Ross stokes U.S.-China trade deal hopes   by,bullish
726,“How we turned the S&amp;P 500 into a penny stock” would make a neat coffee table book.,bearish
727,"Dow sinks 400 points at the open, S&amp;P 500 and Nasdaq fall more than 1%",bearish
728,"Having failed to consolidate above 2800, the S&amp;P 500 had been edging lower throughout the week with concerns over the global economic outlook continuing to weigh on risk sentiment.Get your update from  here:   #AskDailyFX",bearish
729,Stocks open modestly lower as S&amp;P 500 on track for back-to-back losses,bearish
730,"🇺🇸📈 Even US stock market continues a record-breaking rally,  That has sent the benchmark S&amp;P 500 index up nearly 25% for the year  Investors appear to be looking elsewhere for better values in year ahead.  #NYSE #NewYork #WallStreet #Investor #economy #Stocks #USA #news #Trump",bullish
731,"Trump says that the stock market last month, which saw the S&amp;P 500 drop more than 9% to notch its worst December since 1931, was ""a little glitch,"" according to the pool report.",bearish
732,"John Hussman:  “Our estimate of 12-year prospective returns for a conventional portfolio mix (60% S&amp;P 500, 30% Treasury bonds, 10% Tbills) is now down to 0.46%. The single week in history with a lower estimated prospective return was August 26, 1929 at the market peak. Just FYI.",bearish
733,2019 S&amp;P 500 earnings expectations nosedive.,bearish
734,"US stocks opened higher after Treasury Secretary Mnuchin said that a deal between the US and China was roughly 90% complete.   The Dow opened 0.2%, or 65 points, higher. The S&amp;P 500 kicked off 0.3% higher. The Nasdaq Composite opened 0.6% up.  Watch live",bullish
735,"To be noted: ""The S&amp;P 500 is now on track to report 4 consecutive quarters of EPS contraction according to Factset. Q4 2019 estimates are now negative.""  Earnings should matter in the long",bearish
736,Yesterday and today are the first back to back -300 days for the S&amp;P 500 A/D line since 12/24/18.  That was four straight days.,bearish
737,Just invest into S&amp;P 500 you’ll be better off,bullish
738,U.S. stocks are in rally mode after Washington announced it will delay tariffs on Chinese goods until December...     📈 Dow 30 +1.25% 📈 S&amp;P 500 +1.61% 📈 Nasdaq +2.12% 📈 SmallCap 2000 +1.57% 📉 VIX -11.71%   #Trump #Washington #China #TradeWar #Tariffs,bullish
739,The S&amp;P 500 is +11.40% YTD while Berkshire-A is -1.31%.,bullish
740,PG&amp;E to depart S&amp;P 500 ahead of bankruptcy filing,bearish
741,S&amp;P 500’s Earnings Miracle Is Failing to Take Hold in the Second Half,bearish
742,Good odds with the S&amp;P 500.,bullish
743,#MarchMadness took hold of the equity markets on Friday to upset what had been a pretty good week.  A 2% Friday loss due to slower growth #'s ended the week on a sour note (-.8% for the S&amp;P). 📉  Comp +15.2% YTD Russell 2000 +11.7% YTD S&amp;P 500 +11.7% YTD Dow +9.3% YTD,bearish
744,"It was another record-breaking day on Wall Street. The S&amp;P 500 hit an all-time high, reaching 3,198.25. The Dow and Nasdaq also saw new records following slight intra-day gains.",bullish
745,"Stocks - S&amp;P Snaps 8-Day Win Streak on Global Growth, Trade Scares -    All the major U.S. indices took a hit on Tuesday: The Dow slumped 0.72%, the S&amp;P 500 lost 0.57%, and the Nasdaq Composite fell 0.56%.",bearish
746,"S&amp;P 500 Earnings Growth   Q2: -2.8% Q1: -0.3%  *companies have lowered the bar dramatically in terms of expectations, the street was looking for 6-8% growth seven months ago. Two consecutive quarters of negative earnings growth last seen in 2016 when stocks fell 17%.  FactSet",bearish
747,"For those students of Dow Theory. The Dow Jones Transportation Average has dropped 10% this month, a far steeper decline than that of the Dow Jones Industrial Average or the S&amp;P 500. For analysts who closely watch the transports, this could be a sign of deeper market stress;",bearish
748,"The S&amp;P 500 is now back to a level that it has twice crashed from. For some stock managers, the temptation is to take the money and run.",bearish
749,The S&amp;P 500 is still in a downtrend. Here's the channel it needs to break out of. $SPY $SPX,bearish
750,"Breaking things down by the 4-yr Presidential cycle and the best and worst 6 months of the year?  Today is the last day of the most bullish 6 months of the entire 4-yr cycle.  Played out again, as the S&amp;P 500 is set to gain &gt;8% this time around.",bullish
751,"S&amp;P 500 tops 3,000 less than five years after 2,000",bullish
752,"*S&amp;P 500 RISES 0.95%, TOPS 2,900",bullish
753,"""With books now closed, the S&amp;P 500 has formally delivered its worst May return in seven years and second-worst since the 1960s""",bearish
754,"🇺🇸 S&amp;P 500 Index and Recessions  Usually, the US stock market isn’t this buoyant just before a recession 👉    h/t  #recessions #recession #markets $spx #investing #sp500 #spx $spy #stocks #assetallocation #stockmarket #equities",bearish
755,S&amp;P 500 futures fall after U.S. Treasury calls China currency manipulator,bearish
756,So this is October... Dow: -838 points in 2 days S&amp;P 500: -90 points Nasdaq: -214 points,bearish
757,"The smartest way to invest your first $1,000: the S&amp;P 500.",bullish
758,"S&amp;P 500, Dow industrials and Nasdaq close at record highs - ABC News",bullish
759,"For the S&amp;P 500, today marks the peak day for earnings of this current earnings season.",bullish
760,"BREAKING: S&amp;P 500 index exits correction territory at the opening bell, rising about 0.5%",bullish
761,Exxon drops from S&amp;P 500 top 10 for first time ever.,bearish
762,"Dow, S&amp;P 500 book 3rd day of gains, as stock market caps off solid week despite tepid jobs report   via",bullish
763,"U.S. stocks fell for a fourth day, putting the S&amp;P 500 on pace for its worst week of the year",bearish
764,Investors should short the S&amp;P 500,bearish
765,S&amp;P 500 turns lower after U.K. government loses bid to fast-track Brexit deal so it passes before the Oct. 31 deadline,bearish
766,#VIX US' S&amp;P 500 - Massive Contraction.  #CBOE,bearish
767,"Not today. S&amp;P 500 hits an all time high. Why? Because earnings are good, no sign of recession. Fed lowering interest rates to help manufacturing. 👍👍🇺🇸🇺🇸",bullish
768,"#MarketsWithBTVI #MarketsAtClose Asian Markets Open Lower In Trade  Tensions Between US &amp; China Intensified  Dow Ended 2.4% Lower In Trade  S&amp;P 500 &amp; Nasdaq Were Down 2.8% &amp; 3.6%, Respectively  #BTVIFreeToAir",bearish
769,S&amp;P 500 carves out first intraday record in about 7 months as stocks extend gains,bullish
770,"Wall Street is predicting 6% $SPX EPS growth in 2019, in line with its 61-yr. avg annual growth rate. But, given the almost binary nature of earnings growth, 6% is historically improbable: There’s been only one year (1966) where S&amp;P 500 reported EPS grew between 4% and 8%",bullish
771,"Stocks - Wall Street Rises Modestly as Investors Play G20 Waiting Game -    Here is how the major U.S. indices closed on Thursday: The S&amp;P 500 edged up 0.4%, the Dow fell 0.0.4% and the Nasdaq Composite gained 0.7%.",bullish
772,"The S&amp;P 500 to cross 3,000 by third quarter: Bank of America   via",bullish
773,S&amp;P 500 Closes Up 0.16% On Rising Trade Optimism,bullish
774,"Down nearly half a percentage point at the lows, the S&amp;P 500 just erased all its losses on the day",bullish
775,"S&amp;P 500, Nasdaq set records on jobs data, trade headway -",bullish
776,"The S&amp;P 500 could hit a death spiral down to 2,100 if a recession comes, one strategist says. (via",bearish
777,Last-minute spike for stocks takes S&amp;P 500 positive for the week,bullish
778,"Dow fell 2.9%, S&amp;P 500 slipped ~3%, Nasdaq dipped 3.5%, worst % drop in 2019",bearish
779,Us futures indexes are set to open up: S&amp;P 500 +0.57%  DOW +0.62%  NASDAQ +0.64% $DJIA $DIA $QQQ $SPY (  #trading,bullish
780,JP Morgan sees S&amp;P 500 rising 8% in 2020 as economy 'reaccelerates',bullish
781,S&amp;P 500 Parabolic SARs Short or Sell signal with a trailing stop at 2972.  Lower the stop daily with the SARs tail.  All indexes are on Sell signals which produces the greatest moves down.,bearish
782,Stocks open higher as Dow and S&amp;P 500 approach record highs,bullish
783,"Dow Falls as Consumer Discretionary Stocks See Red  -    The major U.S. indices dropped in a row: The Dow lost 0.27%, the S&amp;P 500 0.28%, and the Nasdaq Composite 0.29%.",bearish
784,S&amp;P 500 futures up today because investors were advised my MSM that exchanges may be running out of equities soon. :) $SPX $ES_F,bullish
785,S&amp;P 500 Futures Spike 7 Points On Uptick In Volume As Hearing Report From South China Morning Post China Is Ready To Sweeten Trade Deal By Buying American Goods $FXI $SPY,bullish
786,That's a lot of green ... Stocks rise; S&amp;P 500 on track for 3rd straight record,bullish
787,S&amp;P 500 gains more than 1% as weak jobs growth spurs rate cut bet,bullish
788,"The S&amp;P 500 is up 18% and powering toward its biggest first half since 1997. But is it ""too late to be bullish""?",bullish
789,"The S&amp;P 500 is 1.3% off its all-time high of 2931, gaining 2.1% to close at 2893 last week...  And December 18 saw the highest mutual fund outflows since the Great Recession..  ""The real source of competitive advantage in investing is to have a better mental game."" Adam Weiss",bullish
790,13/ I know people get very upset when I talk about a likely -60% loss in the S&amp;P 500 over the completion of this cycle. It seems preposterous. The problem is that the market loss over the completion of any cycle is related to the level of overvaluation it reached at the peak.,bearish
791,"S&amp;P 500 slips, snapping a three-day streak of gains",bearish
792,Warren Buffett says he can't beat the S&amp;P 500,bullish
793,"Dow up 179 pts (0.7%) to 26,966 S&amp;P 500 up 23 pts (0.8%) to 2,996 Nasdaq up 61 pts (0.8%) to 8,170 Russell 2000 up 12 pts (0.7%) to 1,572 FTSE up 50 pts (0.7%) to 7,609 Nikkei down 116 pts (0.5%) to 21,638 Shanghai SE Comp down 29 pts (0.9%) to 3,015 #StockMarket #Trading",bullish
794,S&amp;P 500 bulls are king for a day as futures rally on trade truce,bullish
795,“The S&amp;P 500 Is at an All Time High—But Markets Still Performed Far Better Under Obama Than Trump”,bullish
796,"S&amp;P 500, #Nasdaq rise after inflation data, Boeing weighs on #Dow  #StockMarket #StockMarketNews #ShareMarket #ElectionsWithEpicResearch #EpicResearch #LokSabhaElections2019  For more join us on #WhatsApp ✆ – 7049084664",bullish
797,"NEW Article: “S&amp;P 500 Futures Higher, Rally On?” -    by    $SPY $ES_F",bullish
798,"US stocks suffer worst year since 2008 financial crisis; S&amp;P 500 sees 6.2 percent annual drop, Dow falls 5.6 percent.",bearish
799,"If the stock drops out of the index it means investors lost money. Bad outcome. Also, ran the math - FB could drop 99% and still be in the S&amp;P 500. Makes up about 2% of the total index value. Makes some sense as to why folks want to protect their investments.",bearish
800,"The recession of 2008-2009 resulted in a bear market decline for the S&amp;P 500 of 57%. Other indexes fell further. Do you have a plan? Or, will you just let your index fund, target date fund, or robo take you down. Get tactical now!",bearish
801,Dec. S*P 500 Index E Mini Still in pull back mode. Tomorrow is the employment number@ 8:30 am. We had a bullish key reversal day today. that is what technician would call it.  &lt; 2855 is bearish and a close below 2855 would b a confirmation of a failed key reversal day. we will C.,bearish
802,"Goldman Sachs, despite Monday's rout, still believes S&amp;P 500 can add another 9% by year-end",bullish
803,S&amp;P 500 Bullish Momentum Expected to Struggle at Resistance Zones   #CFD #Trading #Trades #SP500 #Elliottwave,bearish
804,"Even with the rally last week, $TSLA has been a horrible long since mid-2017 or even YTD 2019, and a decent alpha short.  Better just to own S&amp;P 500, and with less vol --&gt; 30% spread.",bearish
805,Microsoft Leads the S&amp;P 500 as Sole Member of ‘4% Club’,bullish
806,S&amp;P 500 on track for longest win streak in 1½ years after upbeat jobs report,bullish
807,S&amp;P futures are positive.  S&amp;P 500 | 3281 | +0.16%  $ES_F,bullish
808,S&amp;P 500 dividend growth rate since 2010 via,bullish
809,"S&amp;P 500 liquidity risks could compound market selloff, says BofA",bearish
810,Overall indicators - all Bullish for the S&amp;P 500.,bullish
811,S&amp;P 500 Index has best day in five months.,bullish
812,"Dow drops more than 400 points, S&amp;P 500 posts worst day since January - CNBC 💃🤔⚕️",bearish
813,"The S&amp;P 500 is +32% since Trump said “We are in a big, fat, ugly bubble” on September 26, 2016",bullish
814,"Under President  America's economy is booming &amp; stocks continue to hit record numbers! This morning, the S&amp;P 500, Dow &amp; Nasdaq opened to record highs.",bullish
815,S&amp;P 500 Index trades like a bronco to start week —&gt; 70 point 2 day range.  #IBDpartner,bullish
816,"NEW Article: ""S&amp;P 500 Weekly Overview &amp; Trading Outlook: Bears Dig In"" -    by   $SPY $QQQ $USO $CL_F $TNX",bearish
817,S&amp;P 500: *down 3% from all time high* Market news accounts:,bearish
818,S&amp;P 500 closes at an all-time high for the 8th time this year and 215th time since March 2013.  Stock prices have reached a permanently rising plateau. 📈,bullish
819,"There's a potential warning for the S&amp;P 500 in the dramatic slide for palladium prices, this expert says:",bearish
820,Here's the S&amp;P 500. Down like 30 points.,bearish
821,"The market responds......  S&amp;P 500 rises, tops 3,200 for the first time as investors ignore Trump's impeachment -",bullish
822,474 of the 500 companies in the S&amp;P 500 have reported for Q1. Earnings are up 0.7% from a year ago. Overall consensus is was estimating -4.1% YOY at the beginning of the quarter. Much better than thought.  $spx #earnings,bullish
823,Market Vane Bullish sentiment unchanged 55% (still far from high of 72% Jan 2018)  Consensus Bullish 64% (still far from high of 78% late Dec 2017)  NASDAQ Daily #Sentiment Index closed week at 87% (10d MA 88%)  S&amp;P 500 DSI closed week at 90% (10d MA 86.8%)  chart via,bullish
824,Today was the lowest close for the S&amp;P 500 in two months.,bearish
825,DOW JOINS S&amp;P 500 TURNING POSITIVE ON THE YEAR  Both up more than 3% today. Dow up 700+,bullish
826,Traders are shorting the S&amp;P 500 at a rate unseen since 2015   via,bearish
827,Nearly half of S&amp;P 500 companies have reported first-quarter earnings—and almost 80% of them beat Wall Street estimates,bullish
828,"Dip Buyers Beware, the S&amp;P 500 Bottoming Process Can Take Time",bearish
829,This was the 1st start to a Q4 where the S&amp;P 500 was down more than 1% on consecutive days. The last such start to any quarter was Q3 2002.,bearish
830,"US stocks inched higher at the start of the week.  The Dow opened 0.1%, or 24 points, higher, before slipping into negative territory only a few minutes into trading. The S&amp;P 500 kicked off 0.1% higher. The Nasdaq Composite opened 0.3% higher.  Watch live",bullish
831,Fear grips Wall Street as the S&amp;P 500 closes 0.3% from the highest level in the history of the world,bearish
832,S&amp;P 500 back above 3000. All great? Economy has deteriorated further. Trade war hopes still on.  What are your thoughts? All time highs ahead or next correction?  $SPX,bearish
833,"Trump deserves credit for strong economy!  ✔️More than $17 trillion in value added to the global stock market in 2019. ✔️Dow Jones, S&amp;P 500 &amp; Russell 2000 have all seen growth.  Trump Effect = WINNING",bullish
834,"The S&amp;P 500 has returned more than 50% since President Trump was elected, more than double the average market return of presidents three years into their term, according to Bespoke Investment Group.",bullish
835,Ratio of Transports to the S&amp;P 500 at its lowest level since 2012. $IYT $SPY,bearish
836,S&amp;P 500 Weekly charts and Bullish Percent + Moving Average Breadth $SPY #stageanalysis,bullish
837,Real estate sector leads S&amp;P 500 -,bullish
838,S&amp;P 500 On Pace For Highest Returns In 60 Years With Rising Fears,bullish
839,The S&amp;P 500 Could Hit a Wall Around 2600:   by  $SPY $SPX,bearish
840,Updated: the percent of S&amp;P 500 stocks trading above their 20-day simple moving average (SMA) beings the week at 25.15%.  $SPY $SPX #StockMarket,bullish
841,"Stocks - Markets Rally to Claw Back Early-Week Losses -    The markets turned around on Tuesday as the S&amp;P 500 finished up 1.88%, the NASDAQ gained 2.2%, and the Dow added 1.43%.",bullish
842,"S&amp;P 500 Visual Chart - Luke the Force is with the Bulls - Consolidation is generally bullish for the S&amp;P 500 - So given the moving averages, it will be hard to find sellers.",bullish
843,"The S&amp;P 500 60 min visual, without the noise - Bull",bullish
844,"A recession may send the S&amp;P 500 back below the lows seen in late December, says economist Gary Shilling. But not much further, so that's alright then....    via",bearish
845,Us futures indexes are set to open down: S&amp;P 500 -0.50%  DOW -0.34%  NASDAQ -0.63% $DJIA $DIA $QQQ $SPY (  #trading,bearish
846,The weekly Coppock Curve has a bearish bias for 10 of the 11 S&amp;P 500  sectors.  The oscillator for the index itself is overbought and  declining.,bearish
847,"The S&amp;P 500 hit an all-time high today following strong earnings and progress on U.S.-China trade. The S&amp;P 500 rose 0.3% at the open to trade above 3,027.98, the record set on July 26.",bullish
848,"The S&amp;P 500 has grown by $4 trillion since December, and exchange-traded fund investors are betting there may be more room to run   via",bullish
849,S&amp;P 500: Watching for Signs of a Top -    by   $SPY $QQQ $IWM,bullish
850,"Stocks were little changed on Wednesday, struggling to sustain the recent rally that drove the market to record highs. The Dow was flat, while the S&amp;P 500 also barely changed. The Nasdaq declined 0.3%.",bearish
851,"Not to frighten you, but August has been the S&amp;P 500's worst month over the last decade",bearish
852,S&amp;P 500 opens flat as JPMorgan results weigh,bearish
853,"S&amp;P 500 still can't get over that 2,800 hump.",bearish
854,Citi’s Levkovich cut his 2019 target for the S&amp;P 500 to 2850. In a note published at 5:15 p.m. on New Year’s Eve.,bearish
855,Panic grips Wall Street as the S&amp;P 500 falls 0.50% from the highest level in the history of the world,bearish
856,The S&amp;P 500 Index is trading at an all-time high! #equities,bullish
